"employee_id";"salary_id";"name";"department"
"2412";"2412";"Sr. Emanuel Melo";"Mercearia"
"2413";"2413";"Elisa Martins";"Jóias"
"2414";"2414";"Heitor Albuquerque";"Turismo"
"2415";"2415";"Fábio Pereira";"Sapatos"
"2416";"2416";"Júlio César Carvalho";"Casa"
"2417";"2417";"Ofélia Albuquerque";"Jogos"
"2418";"2418";"Morgana Santos";"Jardim"
"2419";"2419";"Marcela Melo Jr.";"Roupas"
"2420";"2420";"Frederico Franco";"Saúde"
"2421";"2421";"Sra. Mércia Franco";"Computadores"
"2422";"2422";"Salvador Nogueira";"Mercearia"
"2423";"2423";"Ana Laura Saraiva Neto";"Beleza"
"2424";"2424";"Sra. Maitê Souza";"Roupas"
"2425";"2425";"Henrique Moraes";"Jardim"
"2426";"2426";"Vicente Franco";"Automotivo"
"2427";"2427";"Heloísa Saraiva";"Brinquedos"
"2428";"2428";"Isabela Santos";"Esportes"
"2429";"2429";"Murilo Souza";"Automotivo"
"2430";"2430";"Lucas Moreira";"Turismo"
"2431";"2431";"Ígor Batista";"Industrial"
"2432";"2432";"Marli Santos";"Esportes"
"2433";"2433";"Samuel Oliveira";"Jóias"
"2434";"2434";"Dra. Margarida Melo";"Computadores"
"2435";"2435";"Maitê Barros";"Computadores"
"2436";"2436";"Isabel Moreira";"Mercearia"
"2437";"2437";"Warley Pereira";"Crianças"
"2438";"2438";"Henrique Nogueira";"Beleza"
"2439";"2439";"Marcelo Saraiva";"Turismo"
"2440";"2440";"Isabella Xavier Filho";"Jóias"
"2441";"2441";"Maria Alice Souza";"Jardim"
"2442";"2442";"Felipe Reis";"Música"
"2443";"2443";"Karla Saraiva";"Automotivo"
"2444";"2444";"Noah Moraes";"Roupas"
"2445";"2445";"Lara Moraes";"Filmes"
"2446";"2446";"Vicente Costa";"Beleza"
"2447";"2447";"Pedro Xavier";"Turismo"
"2448";"2448";"Yago Melo";"Saúde"
"2449";"2449";"Vitor Xavier";"Brinquedos"
"2450";"2450";"Paula Albuquerque";"Filmes"
"2451";"2451";"Ana Laura Moraes";"Jogos"
"2452";"2452";"Rafaela Batista";"Brinquedos"
"2453";"2453";"Pablo Moraes";"Saúde"
"2454";"2454";"Aline Barros";"Jogos"
"2455";"2455";"Vitor Silva";"Casa"
"2456";"2456";"Matheus Melo Neto";"Jardim"
"2457";"2457";"Lavínia Braga";"Esportes"
"2458";"2458";"Paula Batista";"Filmes"
"2459";"2459";"Sra. Maria Clara Martins";"Esportes"
"2460";"2460";"Júlio César Barros";"Esportes"
"2461";"2461";"Arthur Souza";"Turismo"
"2462";"2462";"Joana Silva";"Jogos"
"2463";"2463";"Emanuelly Barros";"Jogos"
"2464";"2464";"Pablo Costa";"Automotivo"
"2465";"2465";"Yasmin Moraes";"Saúde"
"2466";"2466";"Marcelo Macedo";"Computadores"
"2467";"2467";"Samuel Albuquerque";"Crianças"
"2468";"2468";"Marcos Costa";"Sapatos"
"2469";"2469";"Joana Silva Jr.";"Crianças"
"2470";"2470";"Dr. Benjamin Braga";"Turismo"
"2471";"2471";"Deneval Macedo";"Eletrônicos"
"2472";"2472";"Lucca Reis";"Computadores"
"2473";"2473";"Joana Nogueira";"Filmes"
"2474";"2474";"Tertuliano Melo";"Industrial"
"2475";"2475";"Dr. Davi Lucca Braga";"Brinquedos"
"2476";"2476";"Ana Luiza Moraes";"Computadores"
"2477";"2477";"Gael Braga Neto";"Filmes"
"2478";"2478";"Warley Nogueira";"Roupas"
"2479";"2479";"Mariana Batista";"Automotivo"
"2480";"2480";"Mariana Oliveira";"Sapatos"
"2481";"2481";"Emanuelly Saraiva Jr.";"Música"
"2482";"2482";"Dra. Fabrícia Melo";"Jóias"
"2483";"2483";"Melissa Barros";"Esportes"
"2484";"2484";"Gael Souza";"Jóias"
"2485";"2485";"Lucca Pereira";"Bebê"
"2486";"2486";"Danilo Moreira Filho";"Bebê"
"2487";"2487";"Alessandra Silva";"Livros"
"2488";"2488";"Marli Pereira";"Beleza"
"2489";"2489";"Lorraine Melo";"Jogos"
"2490";"2490";"Clara Xavier";"Beleza"
"2491";"2491";"Alícia Martins";"Filmes"
"2492";"2492";"Benício Saraiva";"Filmes"
"2493";"2493";"Maria Eduarda Braga";"Sapatos"
"2494";"2494";"Nataniel Oliveira";"Bebê"
"2495";"2495";"Lara Santos";"Saúde"
"2496";"2496";"Elisa Reis";"Bebê"
"2497";"2497";"Daniel Braga";"Ferramentas"
"2498";"2498";"Talita Moreira";"Industrial"
"2499";"2499";"Dra. Isabella Melo";"Esportes"
"2500";"2500";"Enzo Gabriel Silva";"Brinquedos"
"2501";"2501";"Eduardo Santos";"Livros"
"2502";"2502";"Elísio Nogueira Jr.";"Esportes"
"2503";"2503";"Feliciano Silva";"Livros"
"2504";"2504";"Benjamin Braga";"Crianças"
"2505";"2505";"Lucas Franco";"Sapatos"
"2506";"2506";"Elisa Albuquerque";"Jardim"
"2507";"2507";"Eduardo Souza";"Crianças"
"2508";"2508";"Salvador Santos";"Automotivo"
"2509";"2509";"Larissa Macedo";"Casa"
"2510";"2510";"Fabiano Costa";"Industrial"
"2511";"2511";"Dra. Paula Batista";"Beleza"
"2512";"2512";"Roberto Macedo";"Filmes"
"2513";"2513";"Raul Franco";"Computadores"
"2514";"2514";"Janaína Barros";"Mercearia"
"2515";"2515";"Marcos Santos";"Roupas"
"2516";"2516";"Mércia Martins";"Turismo"
"2517";"2517";"Mércia Braga";"Computadores"
"2518";"2518";"Júlio César Costa";"Casa"
"2519";"2519";"Isis Xavier";"Brinquedos"
"2520";"2520";"Henrique Barros";"Brinquedos"
"2521";"2521";"Roberta Saraiva";"Crianças"
"2522";"2522";"Bryan Carvalho";"Beleza"
"2523";"2523";"Cecília Melo";"Filmes"
"2524";"2524";"Maitê Franco Jr.";"Bebê"
"2525";"2525";"Eloá Carvalho";"Brinquedos"
"2526";"2526";"Dr. Bernardo Costa";"Mercearia"
"2527";"2527";"Cauã Costa";"Filmes"
"2528";"2528";"Ricardo Batista";"Filmes"
"2529";"2529";"Ofélia Melo";"Saúde"
"2530";"2530";"Gúbio Xavier";"Jogos"
"2531";"2531";"Ígor Martins";"Turismo"
"2532";"2532";"Sílvia Costa";"Jogos"
"2533";"2533";"Isabella Franco";"Filmes"
"2534";"2534";"Kléber Melo";"Livros"
"2535";"2535";"Felícia Melo";"Beleza"
"2536";"2536";"Marcos Martins";"Saúde"
"2537";"2537";"Helena Carvalho";"Sapatos"
"2538";"2538";"Marli Xavier";"Jogos"
"2539";"2539";"Antonella Pereira";"Jardim"
"2540";"2540";"Emanuel Barros";"Bebê"
"2541";"2541";"Enzo Santos Jr.";"Bebê"
"2542";"2542";"Alícia Carvalho";"Computadores"
"2543";"2543";"Núbia Martins";"Eletrônicos"
"2544";"2544";"Emanuel Carvalho";"Turismo"
"2545";"2545";"Elisa Macedo";"Casa"
"2546";"2546";"Sra. Mércia Saraiva";"Roupas"
"2547";"2547";"Fábio Franco Jr.";"Esportes"
"2548";"2548";"Mércia Nogueira";"Industrial"
"2549";"2549";"Janaína Braga";"Jogos"
"2550";"2550";"Lorraine Albuquerque";"Beleza"
"2551";"2551";"Isabela Franco";"Industrial"
"2552";"2552";"Fabrícia Santos";"Crianças"
"2553";"2553";"Ladislau Costa";"Filmes"
"2554";"2554";"Maria Eduarda Silva";"Eletrônicos"
"2555";"2555";"Dalila Reis";"Jóias"
"2556";"2556";"Pablo Batista";"Sapatos"
"2557";"2557";"Ofélia Macedo";"Crianças"
"2558";"2558";"Maria Cecília Silva";"Eletrônicos"
"2559";"2559";"Sra. Maria Cecília Braga";"Brinquedos"
"2560";"2560";"Vicente Saraiva";"Jardim"
"2561";"2561";"Maria Clara Santos";"Sapatos"
"2562";"2562";"Ladislau Saraiva";"Turismo"
"2563";"2563";"Salvador Moreira";"Roupas"
"2564";"2564";"Natália Pereira";"Roupas"
"2565";"2565";"Maria Eduarda Oliveira";"Casa"
"2566";"2566";"Emanuel Souza";"Livros"
"2567";"2567";"Pablo Albuquerque";"Livros"
"2568";"2568";"Melissa Carvalho Jr.";"Ferramentas"
"2569";"2569";"Dra. Sophia Oliveira";"Computadores"
"2570";"2570";"Salvador Pereira";"Beleza"
"2571";"2571";"Alexandre Nogueira";"Sapatos"
"2572";"2572";"Lucas Martins";"Sapatos"
"2573";"2573";"Sr. Emanuel Martins";"Crianças"
"2574";"2574";"Noah Macedo";"Brinquedos"
"2575";"2575";"Warley Franco";"Filmes"
"2576";"2576";"Elisa Reis";"Computadores"
"2577";"2577";"Fabiano Martins";"Filmes"
"2578";"2578";"Valentina Melo";"Industrial"
"2579";"2579";"Guilherme Moreira";"Brinquedos"
"2580";"2580";"Mércia Barros";"Computadores"
"2581";"2581";"Isaac Santos";"Turismo"
"2582";"2582";"Sra. Lorraine Braga";"Filmes"
"2583";"2583";"Hugo Albuquerque";"Jóias"
"2584";"2584";"Sílvia Oliveira";"Automotivo"
"2585";"2585";"Dr. Pietro Melo";"Sapatos"
"2586";"2586";"Roberto Oliveira";"Ferramentas"
"2587";"2587";"Larissa Carvalho";"Ferramentas"
"2588";"2588";"Janaína Carvalho";"Casa"
"2589";"2589";"Helena Silva";"Industrial"
"2590";"2590";"Ana Júlia Reis";"Brinquedos"
"2591";"2591";"Emanuelly Moreira";"Eletrônicos"
"2592";"2592";"João Lucas Souza Filho";"Eletrônicos"
"2593";"2593";"Vicente Carvalho";"Casa"
"2594";"2594";"Manuela Moreira";"Eletrônicos"
"2595";"2595";"Benjamin Santos";"Industrial"
"2596";"2596";"Sr. Matheus Macedo";"Automotivo"
"2597";"2597";"Sílvia Melo";"Turismo"
"2598";"2598";"Alícia Costa";"Brinquedos"
"2599";"2599";"Lívia Albuquerque";"Roupas"
"2600";"2600";"Felipe Souza";"Eletrônicos"
"2601";"2601";"Natália Martins";"Ferramentas"
"2602";"2602";"Marina Melo";"Saúde"
"2603";"2603";"Alice Reis";"Filmes"
"2604";"2604";"Silas Souza";"Computadores"
"2605";"2605";"Dr. Frederico Moreira";"Esportes"
"2606";"2606";"Marli Moreira";"Jardim"
"2607";"2607";"Leonardo Xavier";"Jardim"
"2608";"2608";"Théo Macedo";"Sapatos"
"2609";"2609";"Pietro Silva";"Computadores"
"2610";"2610";"Liz Carvalho";"Música"
"2611";"2611";"Nicolas Souza Filho";"Livros"
"2612";"2612";"Marcelo Santos";"Beleza"
"2613";"2613";"Rafaela Franco";"Esportes"
"2614";"2614";"Srta. Maitê Pereira";"Crianças"
"2615";"2615";"Frederico Silva";"Turismo"
"2616";"2616";"Maria Clara Martins";"Saúde"
"2617";"2617";"Danilo Oliveira";"Música"
"2618";"2618";"Joaquim Albuquerque";"Filmes"
"2619";"2619";"Anthony Carvalho";"Mercearia"
"2620";"2620";"Roberta Albuquerque Filho";"Filmes"
"2621";"2621";"Aline Carvalho";"Saúde"
"2622";"2622";"Isabel Batista";"Eletrônicos"
"2623";"2623";"Bruna Souza";"Brinquedos"
"2624";"2624";"Eduarda Carvalho Filho";"Industrial"
"2625";"2625";"Felipe Macedo";"Sapatos"
"2626";"2626";"Enzo Gabriel Nogueira";"Mercearia"
"2627";"2627";"Eduardo Silva";"Sapatos"
"2628";"2628";"Breno Melo";"Turismo"
"2629";"2629";"Silas Costa";"Bebê"
"2630";"2630";"Enzo Saraiva";"Industrial"
"2631";"2631";"Srta. Ana Laura Souza";"Crianças"
"2632";"2632";"Paulo Souza";"Bebê"
"2633";"2633";"João Lucas Braga";"Ferramentas"
"2634";"2634";"Davi Oliveira";"Jardim"
"2635";"2635";"Guilherme Pereira";"Brinquedos"
"2636";"2636";"Pedro Moreira";"Livros"
"2637";"2637";"Emanuel Reis";"Turismo"
"2638";"2638";"Dr. Théo Franco";"Ferramentas"
"2639";"2639";"Deneval Oliveira";"Casa"
"2640";"2640";"Marli Silva";"Livros"
"2641";"2641";"Emanuel Pereira";"Eletrônicos"
"2642";"2642";"Alexandre Pereira";"Bebê"
"2643";"2643";"Eduardo Nogueira";"Mercearia"
"2644";"2644";"Nataniel Braga";"Roupas"
"2645";"2645";"Dr. Raul Braga";"Jóias"
"2646";"2646";"Larissa Albuquerque";"Brinquedos"
"2647";"2647";"Joaquim Carvalho";"Beleza"
"2648";"2648";"Lucca Carvalho";"Crianças"
"2649";"2649";"Joana Albuquerque";"Ferramentas"
"2650";"2650";"Davi Lucca Oliveira";"Jogos"
"2651";"2651";"Srta. Ana Clara Souza";"Jardim"
"2652";"2652";"Maria Cecília Nogueira";"Automotivo"
"2653";"2653";"Laura Moraes";"Filmes"
"2654";"2654";"Lorenzo Santos";"Ferramentas"
"2655";"2655";"Sr. Kléber Barros";"Brinquedos"
"2656";"2656";"Pedro Henrique Moreira";"Eletrônicos"
"2657";"2657";"Cecília Oliveira";"Automotivo"
"2658";"2658";"Arthur Santos";"Bebê"
"2659";"2659";"Beatriz Costa";"Brinquedos"
"2660";"2660";"Alessandra Xavier";"Casa"
"2661";"2661";"Sr. Pablo Silva";"Esportes"
"2662";"2662";"Alessandra Batista";"Beleza"
"2663";"2663";"Dr. Ricardo Barros";"Beleza"
"2664";"2664";"Breno Martins";"Automotivo"
"2665";"2665";"Norberto Batista Jr.";"Brinquedos"
"2666";"2666";"Janaína Xavier";"Saúde"
"2667";"2667";"Cecília Saraiva";"Casa"
"2668";"2668";"Helena Costa";"Jardim"
"2669";"2669";"Matheus Franco";"Beleza"
"2670";"2670";"Lavínia Santos";"Computadores"
"2671";"2671";"Júlio Franco";"Bebê"
"2672";"2672";"Sophia Moraes";"Casa"
"2673";"2673";"Paula Braga";"Música"
"2674";"2674";"Dr. Anthony Moraes";"Eletrônicos"
"2675";"2675";"Maria Barros";"Eletrônicos"
"2676";"2676";"Félix Xavier";"Brinquedos"
"2677";"2677";"Félix Santos";"Computadores"
"2678";"2678";"Paulo Moreira";"Eletrônicos"
"2679";"2679";"João Lucas Costa";"Livros"
"2680";"2680";"Sr. Samuel Moraes";"Saúde"
"2681";"2681";"Célia Xavier";"Eletrônicos"
"2682";"2682";"Maria Helena Silva";"Filmes"
"2683";"2683";"Alessandro Martins Filho";"Filmes"
"2684";"2684";"Heloísa Moraes";"Eletrônicos"
"2685";"2685";"Helena Oliveira";"Industrial"
"2686";"2686";"Sílvia Carvalho Filho";"Jogos"
"2687";"2687";"Valentina Souza";"Ferramentas"
"2688";"2688";"Larissa Souza";"Beleza"
"2689";"2689";"Dr. Ígor Santos";"Jardim"
"2690";"2690";"Joaquim Melo";"Beleza"
"2691";"2691";"Karla Pereira";"Brinquedos"
"2692";"2692";"Davi Braga";"Roupas"
"2693";"2693";"João Macedo";"Jóias"
"2694";"2694";"Yasmin Macedo";"Computadores"
"2695";"2695";"Lívia Macedo";"Jardim"
"2696";"2696";"Antonella Martins";"Eletrônicos"
"2697";"2697";"Samuel Silva";"Beleza"
"2698";"2698";"César Nogueira";"Automotivo"
"2699";"2699";"Gabriel Santos";"Mercearia"
"2700";"2700";"Norberto Xavier";"Eletrônicos"
"2701";"2701";"Lívia Nogueira";"Jardim"
"2702";"2702";"Giovanna Costa";"Esportes"
"2703";"2703";"Rebeca Martins";"Automotivo"
"2704";"2704";"Salvador Souza";"Roupas"
"2705";"2705";"João Pedro Oliveira";"Industrial"
"2706";"2706";"Srta. Clara Santos";"Beleza"
"2707";"2707";"Ladislau Xavier";"Sapatos"
"2708";"2708";"Anthony Barros Neto";"Música"
"2709";"2709";"Leonardo Martins Jr.";"Esportes"
"2710";"2710";"Sra. Paula Melo";"Industrial"
"2711";"2711";"Júlio César Melo";"Beleza"
"2712";"2712";"Ana Laura Franco";"Automotivo"
"2713";"2713";"Kléber Carvalho";"Livros"
"2714";"2714";"Paulo Braga";"Crianças"
"2715";"2715";"Félix Martins";"Eletrônicos"
"2716";"2716";"Víctor Saraiva";"Bebê"
"2717";"2717";"Aline Oliveira";"Jóias"
"2718";"2718";"Lucas Barros";"Esportes"
"2719";"2719";"Gabriel Albuquerque";"Eletrônicos"
"2720";"2720";"Emanuelly Franco";"Beleza"
"2721";"2721";"Melissa Costa Filho";"Ferramentas"
"2722";"2722";"Heloísa Melo";"Eletrônicos"
"2723";"2723";"Sr. Fábio Albuquerque";"Filmes"
"2724";"2724";"João Pereira";"Livros"
"2725";"2725";"Dr. Felipe Costa";"Crianças"
"2726";"2726";"Gabriel Silva";"Jóias"
"2727";"2727";"Pedro Costa";"Automotivo"
"2728";"2728";"Félix Oliveira Jr.";"Turismo"
"2729";"2729";"Nicolas Moraes Neto";"Bebê"
"2730";"2730";"Heitor Braga";"Saúde"
"2731";"2731";"Dr. Emanuel Pereira";"Computadores"
"2732";"2732";"Raul Moreira";"Roupas"
"2733";"2733";"Lorraine Melo Jr.";"Brinquedos"
"2734";"2734";"Pedro Henrique Franco";"Filmes"
"2735";"2735";"Felipe Santos Jr.";"Industrial"
"2736";"2736";"Morgana Reis";"Sapatos"
"2737";"2737";"Sr. Gael Reis";"Jóias"
"2738";"2738";"Lucas Franco";"Jogos"
"2739";"2739";"Larissa Pereira";"Música"
"2740";"2740";"Gabriel Silva";"Jogos"
"2741";"2741";"Fábio Xavier";"Livros"
"2742";"2742";"Larissa Costa";"Eletrônicos"
"2743";"2743";"Sra. Paula Melo";"Jardim"
"2744";"2744";"Lara Xavier";"Jogos"
"2745";"2745";"Alexandre Martins";"Bebê"
"2746";"2746";"Breno Braga";"Sapatos"
"2747";"2747";"Lívia Macedo";"Turismo"
"2748";"2748";"Enzo Moreira";"Industrial"
"2749";"2749";"Rafael Carvalho";"Jóias"
"2750";"2750";"Marcela Moreira Filho";"Bebê"
"2751";"2751";"Vitor Carvalho";"Livros"
"2752";"2752";"Ana Júlia Braga";"Eletrônicos"
"2753";"2753";"Sr. Alessandro Santos";"Brinquedos"
"2754";"2754";"Lorraine Saraiva Filho";"Computadores"
"2755";"2755";"Giovanna Barros";"Jogos"
"2756";"2756";"Alessandra Moraes";"Brinquedos"
"2757";"2757";"Sara Moreira";"Roupas"
"2758";"2758";"Luiza Melo Neto";"Jóias"
"2759";"2759";"Salvador Carvalho";"Livros"
"2760";"2760";"Murilo Braga";"Sapatos"
"2761";"2761";"Heloísa Costa";"Turismo"
"2762";"2762";"Warley Barros";"Mercearia"
"2763";"2763";"Samuel Martins";"Brinquedos"
"2764";"2764";"Ladislau Macedo";"Música"
"2765";"2765";"Ígor Franco Neto";"Bebê"
"2766";"2766";"Víctor Saraiva Filho";"Turismo"
"2767";"2767";"Fábio Oliveira";"Jogos"
"2768";"2768";"Bernardo Franco Jr.";"Filmes"
"2769";"2769";"Eduarda Pereira";"Jogos"
"2770";"2770";"Alessandra Macedo";"Saúde"
"2771";"2771";"Pietro Melo";"Jóias"
"2772";"2772";"Meire Moreira Neto";"Saúde"
"2773";"2773";"Mércia Martins";"Jogos"
"2774";"2774";"Larissa Melo";"Turismo"
"2775";"2775";"Beatriz Braga";"Bebê"
"2776";"2776";"Pietro Saraiva";"Jardim"
"2777";"2777";"Nicolas Melo";"Filmes"
"2778";"2778";"João Miguel Xavier";"Casa"
"2779";"2779";"Natália Santos";"Brinquedos"
"2780";"2780";"Maria Eduarda Moreira";"Turismo"
"2781";"2781";"Hélio Braga Neto";"Jardim"
"2782";"2782";"Marli Reis";"Industrial"
"2783";"2783";"Joaquim Batista Filho";"Roupas"
"2784";"2784";"Márcia Macedo";"Turismo"
"2785";"2785";"Marcos Batista";"Saúde"
"2786";"2786";"Júlio Moreira";"Mercearia"
"2787";"2787";"Maria Helena Macedo";"Bebê"
"2788";"2788";"Rebeca Santos";"Turismo"
"2789";"2789";"Washington Melo";"Jardim"
"2790";"2790";"Cecília Pereira";"Bebê"
"2791";"2791";"João Lucas Moreira Jr.";"Jogos"
"2792";"2792";"Isabela Franco";"Saúde"
"2793";"2793";"Beatriz Oliveira";"Saúde"
"2794";"2794";"Isabella Carvalho";"Ferramentas"
"2795";"2795";"Maria Júlia Santos";"Sapatos"
"2796";"2796";"Laura Moreira";"Roupas"
"2797";"2797";"Rafaela Batista";"Música"
"2798";"2798";"Caio Batista";"Sapatos"
"2799";"2799";"João Xavier Neto";"Música"
"2800";"2800";"Marli Batista";"Eletrônicos"
"2801";"2801";"Gúbio Oliveira";"Casa"
"2802";"2802";"Alexandre Nogueira Jr.";"Música"
"2803";"2803";"Maria Cecília Reis Jr.";"Casa"
"2804";"2804";"Marcelo Carvalho";"Industrial"
"2805";"2805";"Kléber Santos";"Filmes"
"2806";"2806";"Matheus Nogueira";"Crianças"
"2807";"2807";"Gúbio Oliveira Filho";"Filmes"
"2808";"2808";"Laura Silva";"Computadores"
"2809";"2809";"Márcia Macedo";"Filmes"
"2810";"2810";"Maria Cecília Melo";"Crianças"
"2811";"2811";"Arthur Xavier";"Livros"
"2812";"2812";"Isabelly Braga";"Eletrônicos"
"2813";"2813";"Larissa Macedo";"Roupas"
"2814";"2814";"Marcos Nogueira";"Jardim"
"2815";"2815";"Pedro Henrique Franco";"Jóias"
"2816";"2816";"Valentina Melo";"Sapatos"
"2817";"2817";"Laura Batista";"Ferramentas"
"2818";"2818";"Felipe Moraes";"Brinquedos"
"2819";"2819";"Alessandro Silva";"Roupas"
"2820";"2820";"Davi Lucca Pereira";"Livros"
"2821";"2821";"Eloá Oliveira";"Ferramentas"
"2822";"2822";"Larissa Saraiva Neto";"Livros"
"2823";"2823";"Márcia Santos";"Sapatos"
"2824";"2824";"Roberta Macedo";"Sapatos"
"2825";"2825";"Marli Melo";"Brinquedos"
"2826";"2826";"Fabiano Barros";"Bebê"
"2827";"2827";"Henrique Macedo";"Automotivo"
"2828";"2828";"Pablo Macedo";"Sapatos"
"2829";"2829";"Ana Clara Reis";"Brinquedos"
"2830";"2830";"Srta. Karla Martins";"Ferramentas"
"2831";"2831";"Murilo Barros";"Livros"
"2832";"2832";"Sr. Rafael Silva";"Livros"
"2833";"2833";"Gael Silva";"Eletrônicos"
"2834";"2834";"Leonardo Santos Jr.";"Computadores"
"2835";"2835";"Enzo Gabriel Carvalho";"Saúde"
"2836";"2836";"Cecília Melo";"Industrial"
"2837";"2837";"Sr. Júlio César Souza";"Jardim"
"2838";"2838";"Benjamin Xavier";"Turismo"
"2839";"2839";"Isaac Oliveira";"Computadores"
"2840";"2840";"Warley Silva Neto";"Industrial"
"2841";"2841";"Joana Batista";"Música"
"2842";"2842";"Víctor Moreira";"Filmes"
"2843";"2843";"Larissa Barros";"Crianças"
"2844";"2844";"Danilo Moraes";"Eletrônicos"
"2845";"2845";"Rebeca Barros";"Automotivo"
"2846";"2846";"Gabriel Saraiva";"Beleza"
"2847";"2847";"Janaína Costa";"Beleza"
"2848";"2848";"Víctor Melo";"Beleza"
"2849";"2849";"Yuri Xavier";"Beleza"
"2850";"2850";"Anthony Albuquerque Jr.";"Livros"
"2851";"2851";"Danilo Franco";"Jóias"
"2852";"2852";"Meire Xavier";"Jogos"
"2853";"2853";"Isabela Santos";"Saúde"
"2854";"2854";"Mércia Albuquerque";"Saúde"
"2855";"2855";"Heitor Saraiva";"Esportes"
"2856";"2856";"Miguel Albuquerque";"Automotivo"
"2857";"2857";"João Pedro Franco";"Jóias"
"2858";"2858";"Esther Reis";"Saúde"
"2859";"2859";"Nataniel Barros";"Jardim"
"2860";"2860";"Melissa Oliveira";"Roupas"
"2861";"2861";"Davi Souza";"Brinquedos"
"2862";"2862";"Samuel Franco";"Jardim"
"2863";"2863";"Miguel Nogueira Filho";"Brinquedos"
"2864";"2864";"Yasmin Costa";"Casa"
"2865";"2865";"Alice Souza";"Brinquedos"
"2866";"2866";"Lorraine Santos";"Crianças"
"2867";"2867";"Maria Clara Moreira Filho";"Jóias"
"2868";"2868";"Elisa Macedo";"Industrial"
"2869";"2869";"Ana Laura Moraes";"Ferramentas"
"2870";"2870";"Yago Santos";"Filmes"
"2871";"2871";"Gabriel Melo";"Música"
"2872";"2872";"Carla Silva";"Industrial"
"2873";"2873";"Giovanna Saraiva";"Mercearia"
"2874";"2874";"Benjamin Batista";"Esportes"
"2875";"2875";"Laura Santos";"Crianças"
"2876";"2876";"Roberta Saraiva Neto";"Jóias"
"2877";"2877";"Isabelly Barros";"Mercearia"
"2878";"2878";"Gabriel Martins";"Jardim"
"2879";"2879";"Lívia Melo";"Eletrônicos"
"2880";"2880";"Vicente Barros";"Computadores"
"2881";"2881";"Ígor Macedo";"Bebê"
"2882";"2882";"Cauã Santos";"Mercearia"
"2883";"2883";"Pedro Henrique Santos";"Industrial"
"2884";"2884";"Margarida Carvalho";"Turismo"
"2885";"2885";"Lorena Reis";"Jogos"
"2886";"2886";"Liz Martins";"Mercearia"
"2887";"2887";"Célia Nogueira";"Computadores"
"2888";"2888";"Srta. Ana Júlia Nogueira";"Roupas"
"2889";"2889";"Samuel Reis";"Livros"
"2890";"2890";"Eduardo Nogueira";"Esportes"
"2891";"2891";"Félix Costa";"Beleza"
"2892";"2892";"Lorenzo Carvalho";"Industrial"
"2893";"2893";"Sra. Giovanna Macedo";"Roupas"
"2894";"2894";"Giovanna Melo";"Sapatos"
"2895";"2895";"Manuela Batista";"Jogos"
"2896";"2896";"Isabelly Santos";"Beleza"
"2897";"2897";"Srta. Larissa Batista";"Jogos"
"2898";"2898";"Karla Melo";"Ferramentas"
"2899";"2899";"Sra. Felícia Carvalho";"Roupas"
"2900";"2900";"Morgana Braga";"Ferramentas"
"2901";"2901";"Lorraine Carvalho";"Ferramentas"
"2902";"2902";"Beatriz Albuquerque";"Bebê"
"2903";"2903";"Ladislau Martins";"Jardim"
"2904";"2904";"Noah Nogueira Jr.";"Livros"
"2905";"2905";"Laura Melo Jr.";"Livros"
"2906";"2906";"Davi Lucca Oliveira";"Ferramentas"
"2907";"2907";"Suélen Pereira";"Esportes"
"2908";"2908";"Fábio Albuquerque";"Mercearia"
"2909";"2909";"Théo Braga";"Beleza"
"2910";"2910";"Víctor Braga";"Ferramentas"
"2911";"2911";"Marina Silva";"Brinquedos"
"2912";"2912";"Paula Carvalho";"Música"
"2913";"2913";"Gabriel Santos Neto";"Saúde"
"2914";"2914";"João Lucas Moreira";"Saúde"
"2915";"2915";"Sílvia Barros";"Roupas"
"2916";"2916";"Marcos Xavier Filho";"Ferramentas"
"2917";"2917";"Marli Silva";"Bebê"
"2918";"2918";"Marli Xavier Jr.";"Industrial"
"2919";"2919";"Alessandro Nogueira";"Mercearia"
"2920";"2920";"Maria Clara Reis";"Brinquedos"
"2921";"2921";"Paulo Xavier";"Ferramentas"
"2922";"2922";"Noah Carvalho";"Eletrônicos"
"2923";"2923";"João Lucas Barros";"Brinquedos"
"2924";"2924";"Elisa Moraes";"Música"
"2925";"2925";"Fábio Xavier";"Beleza"
"2926";"2926";"Dra. Maria Alice Costa";"Roupas"
"2927";"2927";"Nataniel Melo";"Sapatos"
"2928";"2928";"Benjamin Santos";"Computadores"
"2929";"2929";"Dr. Frederico Silva";"Automotivo"
"2930";"2930";"Feliciano Santos";"Esportes"
"2931";"2931";"Joaquim Martins";"Livros"
"2932";"2932";"Cecília Oliveira";"Computadores"
"2933";"2933";"Bernardo Xavier";"Livros"
"2934";"2934";"Srta. Sophia Pereira";"Sapatos"
"2935";"2935";"João Miguel Pereira";"Ferramentas"
"2936";"2936";"Samuel Nogueira";"Bebê"
"2937";"2937";"Yuri Albuquerque";"Eletrônicos"
"2938";"2938";"Mariana Saraiva";"Automotivo"
"2939";"2939";"Feliciano Oliveira";"Crianças"
"2940";"2940";"Bruna Pereira";"Música"
"2941";"2941";"Sirineu Franco";"Jogos"
"2942";"2942";"Anthony Albuquerque";"Esportes"
"2943";"2943";"Helena Oliveira";"Eletrônicos"
"2944";"2944";"Danilo Moreira";"Sapatos"
"2945";"2945";"Alícia Martins";"Filmes"
"2946";"2946";"Mariana Braga Jr.";"Beleza"
